,Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,sam_estate,City,Province,class_code,class_desc
12053,,8074435/8294954,Data Solutions Incorporated,,,,,,,Or Call:,,,
12055,,8074432/8294955,Data Solutions Incorporated,,,,,,,,,,
12057,,8479765,Data Tech Processing Services Inc.,,Ambion Building,,J Elizalde,St,Bf Homes Subdivision,,Metro Manila,,
12058,,8696910/8696912,Datacentric Corporation,,One World Place,,32ND,St,Bonifacio Global City,Taguig City,Metro Manila,,
12060,,8696911,Datacentric Corporation,,,,,,,Or Call:,,,
12061,,8977518,"Datamed Solutions International, Inc.",,Goodwill Building,393,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
12062,,9389710,Datamex Institute of Computertechnology Inc,,Genesis Building,,Quirino,Hwy,Jordan Plaines Subdivision,QC,Metro Manila,,
12063,,8258723,Datamex Institute of Computertechnology Incorporated,,,8167,Dr a Santos,Ave,,Paranaque City,Metro Manila,,
12064,,9958259/9958257,Dataone Asia (Phils) Inc.,,Ibm Plaza,8,Eastwood,Ave,Eastwood City Cyberpark,QC,Metro Manila,,
12066,,9958258/9958250,Dataone Asia (Phils) Inc.,,,,,,,Or Call:,,,
12068,,9958261/9958256,Dataone Asia (Phils) Inc.,,,,,,,,,,
12070,,9958260,Dataone Asia (Phils) Inc.,,,,,,,,,,
12071,,9958252/9958251,Dataone Center Asia,,Ibm Plaza,8,Eastwood,Ave,Eastwood City Cyberpark,QC,Metro Manila,,
12073,,8547067,Dataport Internet Zone,,,,15TH,St,Villamor Air Base,,Metro Manila,,
12074,,8674361,Datascope Communication Philsinc,,Tara Building,389,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
12075,,8938410,Datascope Communications,,Manila Memorial Park Building,2283,Chino Roces,Ave,Kayamanan B,Makati City,Metro Manila,,
12076,,8923221/8923223,Datascope Communications (Phils) Inc.,,Manila Memorial Park Building,2283,Chino Roces,Ave,Kayamanan B,Makati City,Metro Manila,,
12078,,8923225,Datascope Communications (Phils) Inc.,,,,,,,Or Call:,,,
12079,,6335583,Datawatch Technologies Corporation,,Jollibee Plaza Building,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
12080,,2839240,Dateline Cargo Express International,,,,J Santillan,St,,Navotas City,Metro Manila,,
12081,,2839312,Dateline Cargo Express International Incorporated,,Navotas Fishport Complex,,North Bay,Bvd,,Navotas City,Metro Manila,,
12082,,8338263,Datem Inc.,,Datem Building,,Newport,Drv,Newport City,PC,Metro Manila,,
12083,,6554105/5117732,Datem Inc.,,,,Elisco,Rd,The Rochester,Pasig City,Metro Manila,,
12085,,9209161/8230288,Datem Inc.,,,,Mindanao,Ave,,,Metro Manila,,
12087,,5193057,Datem Inc.,,Alphaland Makati Place,,Malugay,St,,,Metro Manila,,
12088,,6566047/5199723,Datem Inc.,,Twin Oaks Place Condominium,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12090,,8235519/5513073,Datem Inc.,,Net Park,,5TH,Ave,Bonifacio Global City,,Metro Manila,,
12092,,8230307/9418971,Datem Inc.,,,,,,,Or Call:,,,
12094,,5199531/8043563,Datem Inc.,,,,,,,,,,
12096,,4702321,Dato + Yu Law Offices,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,,Metro Manila,,
12097,,6673700,Datronicsoft Inc,,One Corporate Center Tower,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
12098,,8316864,Daughter of Saint Paul,,,2650,F B Harrison,St,,PC,Metro Manila,,
12099,,5517363,Daughters of Saint Paul,,Daughters of St Paul,2650,F B Harrison,St,,PC,Metro Manila,,
12100,,8320859,Daughters of Saint Paul,,,2655,F B Harrison,St,,PC,Metro Manila,,
12101,,8311771/5515395,Daughters of St Paul,,,2655,F B Harrison,St,,PC,Metro Manila,,
12103,,5518800/8322100,Daughters of St Paul,,Daughters of St Paul,2650,F B Harrison,St,,,Metro Manila,,
12105,,9413325/8319048,Daughters of St Paul,,,32,Don Gonzalo Puyat,St,,,Metro Manila,,
12107,,8311723/5515387,Daughters of St Paul,,,,,,,Or Call:,,,
12109,,8330626,Daum Kakao Philippines Corp.,,Panorama Tower,,34TH,St,Bonifacio Global City,,Metro Manila,,
12110,,7237156,Davao Concrete Poles Corporation,,,,Gilmore,Ave,Gilmore Townhomes,QC,Metro Manila,,
12111,,6876022/6875704,David and Cuidavid Law Offices,,Philippine Stock Exch We Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
12113,,6876921,David and Cuidavid Law Offices,,,,,,,Or Call:,,,
12114,,8185919/8185903,"David Link (Manila), Inc.",,,2733,Zenaida,St,,Makati City,Metro Manila,,
12116,,8185900/8185785,"David Link (Manila), Inc.",,,,,,,Or Call:,,,
12118,,8185905/8184220,"David Link (Manila), Inc.",,,,,,,,,,
12120,,8955235,David Saloon Inc,,,1251,Cardona,St,Rizal Village,,Metro Manila,,
12121,,8971296/8971298,David's Salon Inc,,,8838,Estrella,St,San Antonio Village,Makati City,Metro Manila,,
12123,,8167587,"Davies Energy Systems, Inc.",,Athenaeum Building,160,L P Leviste,St,Salcedo Village,,Metro Manila,,
12124,,5564245,Davies Paints Philippines Incorporated,,Cw Home Depot,,Pres Diosdado MacApagal,Bvd,Financial Center,PC,Metro Manila,,
12125,,6412724,Davies Paints Philippines Incorporated,,,1,Mercedez,Ave,MAXVILLE SUBDIVISION 7,Pasig City,Metro Manila,,
12126,,4700028,Dawnpurple Inc.,,One Corporate Center Tower,,Dna Julia Vargas,Ave,Ortigas Center,Pasig City,Metro Manila,,
12127,,5514411/5527016,Day by Day Christian Ministries,,Folk Arts Theater,,Roxas,Bvd,Ccp Complex,PC,Metro Manila,,
12129,,8994708/8994709,"Days Hotel Philippines, Inc.",,Sunette Tower,,Dapo,St,,,Metro Manila,,
12131,,7261598,Db International Sales Incorporated,,,430,Lt Artiaga,St,,,Metro Manila,,
12132,,8921297/8924680,Db Law Partnership,,Corporate Center Condominium,139,Valero,St,Salcedo Village,Makati City,Metro Manila,,
12134,,7272232,Dba Moylan's Services Inc,,Cathedral Heights Bldg Cmplx,279,E Rodriguez Sr,Ave,St Lukes Medical Center,,Metro Manila,,
12135,,6963061,Dbcom Computer Center,,Cgi Building,25,Gilmore,Ave,,QC,Metro Manila,,
12136,,8875452,"Dbe Project, Inc.",,Blue Bay Walk,,Pres Diosdado MacApagal,Bvd,Metropolitan Park,PC,Metro Manila,,
12137,,3741248,"Dbe Project, Inc.",,,114,Tomas Morato,Ave,,QC,Metro Manila,,
12138,,2548927,"Dbe Project, Inc.",,Spectrum Building,,Commerce,Ave,Filinvest Corporate City,Muntinlupa City,Metro Manila,,
12139,,8333106,"Dbe Project, Inc.",,Sm Southmall,,Alabang-Zapote,Rd,,Las Pinas City,Metro Manila,,
12140,,2340938,"Dbe Project, Inc.",,Grand Eastwood Pallazzo,,Orchard,Rd,Eastwood City Cyberpark,QC,Metro Manila,,
12141,,8511729,"Dbe Project, Inc.",,Gateway Center,,Paseo de Magallanes,St,Magallanes Village,Makati City,Metro Manila,,
12142,,5513274,"Dbe Project, Inc.",,Fraser Place,,Valero,St,Salcedo Village,Makati City,Metro Manila,,
12143,,6500925,"Dbe Project, Inc.",,,515,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12144,,7142937,Dbexpress Forwarding Services,,Femii Building,,A Soriano Jr,Ave,,Manila City,Metro Manila,,
12145,,9204781/9204893,Dbp Commonwealth Branch,,Dbp Building,,Commonwealth,Ave,,QC,Metro Manila,,
12147,,9204898/9204907,Dbp Commonwealth Branch,,,,,,,Or Call:,,,
12149,,9204703/9204903,Dbp Commonwealth Branch,,,,,,,,,,
12151,,8940265,DBP Leasing Corporation,,Dbp Building,,Sen Gil Puyat,Ave,,,Metro Manila,,
12152,,8983105/8954750,Dbp Service Corporation,,Executive Building,370,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
12154,,8951473/8994683,Dbp Service Corporation,,,,,,,Or Call:,,,
12156,,8951393/8993628,Dbp Service Corporation,,,,,,,,,,
12158,,8908176,Dbp Service Corporation,,,,,,,,,,
12159,,8693674/8014786,Dbs Bank Ltd. Manila Representative Office,,The ENTERPRISE CENTER TOWER 1,6766,Ayala,Ave,Legaspi Village,Makati City,Metro Manila,,
12161,,8106126,Dccd Engineeering Corporation,,Sol Condominium Building,112,Amorsolo,St,Legaspi Village,,Metro Manila,,
12162,,8671910,Dccd Engineering Corp,,Sol Condominium Building,112,Amorsolo,St,Legaspi Village,Makati City,Metro Manila,,
12163,,8924588/8106142,Dccd Engineering Corporation,,Sol Condominium Building,112,Amorsolo,St,Legaspi Village,Makati City,Metro Manila,,
12165,,8927605/8924586,Dccd Engineering Corporation,,,,,,,Or Call:,,,
12167,,8924587/8924589,Dccd Engineering Corporation,,,,,,,,,,
12169,,8924593/8924596,Dccd Engineering Corporation,,,,,,,,,,
12171,,8182142/8924597,Dccd Engineering Corporation,,,,,,,,,,
12173,,8106094/8924590,Dccd Engineering Corporation,,,,,,,,,,
12175,,8924595/8927607,Dccd Engineering Corporation,,,,,,,,,,
12177,,8924594/8105902,Dccd Engineering Corporation,,,,,,,,,,
12179,,8924592/8924591,Dccd Engineering Corporation,,,,,,,,,,
12181,,8927608,Dccd Engineering Corporation,,,,,,,,,,
12182,,6544539,DCCD Engineering Corporation,,Jmt Corporate Condominium,,Adb,Ave,Ortigas Center,Pasig City,Metro Manila,,
12183,,5515040,DCCD Engineering Corporation,,Ato Administration Building,,Mia,Rd,,PC,Metro Manila,,
12184,,8930462,Dcl Management International Inc.,,Valero Tower,122,Valero,St,Salcedo Village,Makati City,Metro Manila,,
12185,,7266683/7266682,Dcm Marketing,,,660,Calderon,St,,Mandaluyong City,Metro Manila,,
12187,,7266681,Dcm Marketing,,,,,,,Or Call:,,,
12188,,4772015,Dd Happyhomes Residential Centers Inc.,,Jollibee Plaza Building,,F Ortigas Jr,Rd,Ortigas Center,Pasig City,Metro Manila,,
12189,,5562672/5561205,Ddc Land Incorporated,,MARBELLA CONDOMINIUM 1,2223,Roxas,Bvd,,PC,Metro Manila,,
12191,,9414796,"Ddt Konstract, Inc.",,Robinsons Cyberscape Beta,,Ruby,Rd,Ortigas Center,,Metro Manila,,
12192,,2570962,"Ddt Konstract, Inc.",,,1909,A Delas Alas,St,,Manila City,Metro Manila,,
12193,,7263218,"Ddt Konstract, Inc.",,J and L Building,251,Edsa,Ave,,Mandaluyong City,Metro Manila,,
12194,,8329157,"Ddt Konstract, Inc.",,Sm Mall of Asia,,Bay,Bvd,Central Business Park,PC,Metro Manila,,
12195,,5311872/2570964,"Ddt Konstract, Inc.",,Lancaster Suites,622,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12197,,8347218/6501210,"Ddt Konstract, Inc.",,,,,,,Or Call:,,,
12199,,9411867,"Ddt Konstract, Inc.",,,,,,,,,,
12200,,6963680,"Ddt Konstract, Inc.",,The Podium,221,Adb,Ave,,Mandaluyong City,Metro Manila,,
12201,,6566779/6963676,"Ddt Konstract, Inc.",,,407,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12203,,6963675,"Ddt Konstract, Inc.",,,,,,,Or Call:,,,
12204,,7086579/8348509,"Ddt Konstract, Inc.",,J and T Building,3894,Pres R Magsaysay,Bvd,,Manila City,Metro Manila,,
12206,,2547895/6501214,"Ddt Konstract, Inc.",,,,,,,Or Call:,,,
12208,,8997696/8997695,De Ateneo Manila University,,Rizal Tower,,Residential,Drv,Rockwell Center,,Metro Manila,,
12210,,8997694/8997693,De Ateneo Manila University,,,,,,,Or Call:,,,
12212,,8997692/8995548,De Ateneo Manila University,,Ateneo Professional School,,Rockwell,Drv,Rockwell Center,,Metro Manila,,
12214,,8985007/8994579,De Ateneo Manila University,,,,,,,Or Call:,,,
12216,,8997691,De Ateneo Manila University,,,,,,,,,,
12217,,6872565/6879851,De Borja Lamorena & Duano Law Offices,,Philippine Stock Exch Ea Twr,,Exchange,Rd,Ortigas Center,Pasig City,Metro Manila,,
12219,,8997255,De Castro and Kang Managementand Consultancy Inc,,T Tower,5040,P Burgos,St,,,Metro Manila,,
12220,,8964208/8951561,De Guzman Dionido Ocaya Baquilod and Associates,,Executive Building,370,Sen Gil Puyat,Ave,Bel-Air Village,Makati City,Metro Manila,,
12222,,5540538/5540540,De Guzman Lingad Development and Managem,,Physicians Towers,533,United Nations,Ave,,,Metro Manila,,
12224,,5540541/3536414,De Guzman Lingad Development and Managem,,,,,,,Or Call:,,,
12226,,5540542,De Guzman Lingad Development and Managem,,,,,,,,,,
12227,,3532996/5540539,De Guzman Lingad Development and Managem,,Phisycian Tower,533,United Nations,Ave,,Manila City,Metro Manila,,
12229,,4050095,De Guzman Lingad Development and Managem,,,1124,J Bocobo,St,,,Metro Manila,,
12230,,5265548/5265542,De Guzman Lingad Development and Management Corporation,,Paragon Tower,531,A Flores,St,,Manila City,Metro Manila,,
12232,,5265543/5265544,De Guzman Lingad Development and Management Corporation,,,,,,,Or Call:,,,
12234,,5265545/5265546,De Guzman Lingad Development and Management Corporation,,,,,,,,,,
12236,,5265547/5265541,De Guzman Lingad Development and Management Corporation,,,,,,,,,,
12238,,5263812/2544262,De Guzmanlingad Development and Management Corporation,,Paragon Tower,531,A Flores,St,,,Metro Manila,,
12240,,5262679,De Guzmanlingad Development and Management Corporation,,,,,,,Or Call:,,,
12241,,2440353,De La Merced Adjustment Corp,,World Trade Exchange Building,215,Juan Luna,St,,Manila City,Metro Manila,,
12242,,7248411,De La Salle Brothers Philippines,,La Salle Greenhills,,Ortigas,Ave,,Mandaluyong City,Metro Manila,,
12243,,7210297/7210296,De La Salle Brothers Science Foundation,,La Salle Greenhills,,Ortigas,Ave,,Mandaluyong City,Metro Manila,,
12245,,5245347,De La Salle University,,Ls Building,2401,Taft,Ave,De La Salle Taft Compound,,Metro Manila,,
12246,,5256014/5245369,De La Salle University,,,2401,Taft,Ave,De La Salle Taft Compound,Manila City,Metro Manila,,
12248,,5254212/5245333,De La Salle University,,,,,,,Or Call:,,,
12250,,5240402/5240451,De La Salle University,,Dela Salle University,2401,Taft,Ave,De La Salle Taft Compound,,Metro Manila,,
12252,,5256727,De La Salle University,,,,,,,Or Call:,,,
12253,,5710757,De La Salle University,,La Salle Greenhills,,Ortigas,Ave,,Mandaluyong City,Metro Manila,,
12254,,5232036,De La Salle University,,,2139,Fidela a Reyes,St,,Manila City,Metro Manila,,
12255,,6631946/5240361,De La Salle University,,W H Taft Residences,,Taft,Ave,,Manila City,Metro Manila,,
12257,,5236158/5234173,De La Salle University,,,,,,,Or Call:,,,
12259,,5240489/5237790,De La Salle University,,,,,,,,,,
12261,,5234230/5234843,De La Salle University,,,,,,,,,,
12263,,5245351/5219651,De La Salle University,,William Hall Building,2401,Taft,Ave,De La Salle Taft Compound,,Metro Manila,,
12265,,5236022/5235493,De La Salle University,,Dela Salle University,2162,Fidela a Reyes,St,,,Metro Manila,,
12267,,5261402/5233884,De La Salle University,,,,,,,Or Call:,,,
12269,,5232589/5240563,De La Salle University,,,,,,,,,,
12271,,5240780/5248835,De La Salle University,,,,,,,,,,
12273,,5256801/5221501,De La Salle University,,,969,A Francisco,St,,,Metro Manila,,
12275,,5245349,De La Salle University,,,,,,,Or Call:,,,
12276,,3534451,De La Salle University College of St Benilde,,School of Design & Arts Bldg,950,P Ocampo Sr,St,,Manila City,Metro Manila,,
12277,,5257562/5257266,De La Salle University College of St Benilde,,Dlsu Csv Intl Conf Ctr,,Arellano,Ave,,Manila City,Metro Manila,,
12279,,5257240,De La Salle University College of St Benilde,,Dlsu Csb Intl Conf Ctr,,Arellano,Ave,,,Metro Manila,,
12280,,5265913/5265914,De La Salle University Computer,,,2401,Taft,Ave,De La Salle Taft Compound,Manila City,Metro Manila,,
12282,,5240379/5265915,De La Salle University Computer,,Dela Salle University,2401,Taft,Ave,De La Salle Taft Compound,,Metro Manila,,
12284,,5240435/5235247,De La Salle University Computer,,,,,,,Or Call:,,,
12286,,5240503,De La Salle University Computer,,,,,,,,,,
12287,,5360269/5360225,De La Salle University Computer,,Ls Building,2401,Taft,Ave,De La Salle Taft Compound,Manila City,Metro Manila,,
12289,,5360260/5360257,De La Salle University Computer,,,,,,,Or Call:,,,
12291,,5360223/5284322,De La Salle University Computer,,,,,,,,,,
12293,,5265911/5264237,De La Salle University Computer,,,,,,,,,,
12295,,5264247/5264242,De La Salle University Computer,,,,,,,,,,
12297,,5239635/5233911,De La Salle University Computer,,,,,,,,,,
12299,,5234143/5234148,De La Salle University Computer,,,,,,,,,,
12301,,5234152/5240343,De La Salle University Computer,,,,,,,,,,
12303,,5267909/5261403,De La Salle University Computer,,,,,,,,,,
12305,,5367212/5269124,De La Salle University Computer,,,,,,,,,,
12307,,5240369/5367213,De La Salle University Computer,,,,,,,,,,
12309,,5234286,De La Salle University Computer,,,,,,,,,,
12310,,5256950,De La Salle Universitycompu,,Dela Salle University,2401,Taft,Ave,De La Salle Taft Compound,Manila City,Metro Manila,,
12311,,8504769/8079334,De La Salle Zobel School,,De La Salle Zobel,,University,Ave,Ayala Alabang Village,Muntinlupa City,Metro Manila,,
12313,,3613847,De La Sallearaneta University,,Pavilion Bldg,,Victoneta,Ave,,,Metro Manila,,
12314,,3590772,De La Sallearaneta University,,,,Victoneta,Ave,,Malabon City,Metro Manila,,
12315,,3309133/3309131,De La Sallearaneta University Inc.,,,,Victoneta,Ave,,Malabon City,Metro Manila,,
12317,,3309128/3309130,De La Sallearaneta University Inc.,,,,,,,Or Call:,,,
12319,,3309132,De La Sallearaneta University Inc.,,,,,,,,,,
12320,,3619054,De La Sallearaneta University Inc.,,Life Science Building,,Victoneta,Ave,Victoneta North Subdivision,Malabon City,Metro Manila,,
12321,,3618598,De La Sallearaneta Univesity,,Araneta University,,Victoneta,Ave,,Malabon City,Metro Manila,,
12322,,7228304,"De Los Santos Medical Center, Inc.",,Delos Santos Medical Center,201,E Rodriguez Sr,Ave,,QC,Metro Manila,,
12323,,7228736/7230042,"De Los Santos Medical Center, Inc.",,,,E Rodriguez Sr,Ave,,QC,Metro Manila,,
12325,,7229390/7230052,"De Los Santos Medical Center, Inc.",,,,,,,Or Call:,,,
12327,,7228788/7230051,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12329,,7230053,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12330,,7244541/7230049,"De Los Santos Medical Center, Inc.",,,201,E Jacinto,St,,San Juan City,Metro Manila,,
12332,,7230054/7230046,"De Los Santos Medical Center, Inc.",,,,,,,Or Call:,,,
12334,,7230045/7220773,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12336,,7230047/7230044,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12338,,7225503/7229447,"De Los Santos Medical Center, Inc.",,De Los Santos Medical Center,201,E Rodriguez Sr,Ave,,,Metro Manila,,
12340,,7229081/7230048,"De Los Santos Medical Center, Inc.",,,,,,,Or Call:,,,
12342,,7263572/7230041,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12344,,7230050/7230043,"De Los Santos Medical Center, Inc.",,,,,,,,,,
12346,,5365131,Debonaire Trading,,Champ Building,,A Bonifacio,Drv,,,Metro Manila,,
12347,,7332850,Dee Hua Liong Electric,,,607,Sales,St,,Manila City,Metro Manila,,
12348,,7060414,"DEEP 6, INC",,Cyberone Building,,Eastwood,Ave,Eastwood City,QC,Metro Manila,,
12349,,4211665/2940269,Dehadista Gaming Inc,,,19,West Point,St,,QC,Metro Manila,,
12351,,5845698,Dehta Restaurant,,,,Edsa,Ave,Camp Crame,,Metro Manila,,
12352,,3679990,"Dei Skin Cosmetics and Drugs Laboratory, Inc.",,,2,Hope,St,Grace Village,QC,Metro Manila,,
12353,,5514441,Del Construction Group Inc,,,2633,P Zamora,St,,PC,Metro Manila,,
12354,,9127399,Del Construction Group Inc,,,905,Aurora,Bvd,,QC,Metro Manila,,
12355,,8346806,Del Monte Fresh Produce (Phils) Inc,,Commerce & Industry Plaza Bldg,,Campus,Ave,McKinley Hill,Taguig City,Metro Manila,,
12356,,8289253/8282827,Del Monte Fresh Produce Philippines Incorporated,,Commerce & Industry Plaza Bldg,,Campus,Ave,McKinley Hill,Taguig City,Metro Manila,,
12358,,8282816,Del Monte Fresh Produce Philippines Incorporated,,,,,,,Or Call:,,,
12359,,8015214/8011801,Del Monte Philippines Incorporated,,Jy Campos Center,,30TH,St,Fort Bonifacio Global City,Taguig City,Metro Manila,,
12361,,6401123/8562888,Del Monte Philippines Incorporated,,,64,Elizco,Rd,,,Metro Manila,,
12363,,4035762/4788452,Del Monte Philippines Incorporated,,,,,,,Or Call:,,,
12365,,8058501,Del Monte Philippines Incorporated,,Vita Realty Compound,105,M Alvarez,Ave,,,Metro Manila,,
12366,,8977000/5195634,Del Monte Philippines Incorporated,,Finman Centre Building,,Tordesillas,St,Salcedo Village,Makati City,Metro Manila,,
12368,,8939062/4786166,Del Monte Philippines Incorporated,,,,,,,Or Call:,,,
12370,,8000110/8000939,Del Monte Phils Inc,,,105,M Alvarez,St,,,Metro Manila,,
12372,,8103646,Del Rosario and Del Rosario,,Pacific Star Building,,Makati,Ave,Salcedo Village,,Metro Manila,,
12373,,5501888,Del Rosario Raboca Gonzales Grasparil & Tocjayao,,Fje Building,105,Esteban,St,Legaspi Village,Makati City,Metro Manila,,
12374,,8098158,Del Rosario Samuel,,ALPAP 2 BUILDING,,Trade,St,Madrigal Business Park,Muntinlupa City,Metro Manila,,
12375,,5265612,Dela Salle Alumni Association,,Dela Salle University,2401,Taft,Ave,De La Salle Taft Compound,Manila City,Metro Manila,,
12376,,8428446/8428480,Dela Salle South Santiago Zobel School,,De La Salle Zobel,,University,Ave,Ayala Alabang Village,Muntinlupa City,Metro Manila,,
12378,,5363104,Dela Salle University,,Dela Salle University,2401,Taft,Ave,De La Salle Taft Compound,,Metro Manila,,
12379,,8091840,Dela Sallesouth,,Santiago Zobel School,,Alabang-Zapote,Rd,Ayala Alabang Village,Muntinlupa City,Metro Manila,,
12380,,9413592/9413595,Delfi Foods,,,,M Tuazon,St,,Marikina City,Metro Manila,,
12382,,9413593/9413594,Delfi Foods,,,,,,,Or Call:,,,
12384,,2911780,Delica Database Management,,,5,Maysan,Rd,,,Metro Manila,,
12385,,6872549,Delifrance,,,,E Rodriguez Jr,Ave,Acropolis Greens Subd,QC,Metro Manila,,
12386,,5367922,DELIFRANCE 113 GREENWICH,,Robinsons Place Manila,,Pedro Gil,St,,Manila City,Metro Manila,,
12387,,6420121/6420160,Delifrance Philippines Inc,,,37,Kalinangan,St,,Pasig City,Metro Manila,,
12389,,6426019/6420095,Delifrance Philippines Inc,,,,,,,Or Call:,,,
12391,,6420021/6420033,Delifrance Philippines Inc,,,,,,,,,,
12393,,6342351,"Delivery Exponents, Inc",,Sentro Kapitolyo Building,59,United,St,,,Metro Manila,,
12394,,6960463,"Delizio Fine Foods, Inc.",,Ctf Tower,34,San Rafael,St,,Mandaluyong City,Metro Manila,,
12395,,5223947/5276019,Delnet International Corporation,,Mercantile Insurance Bldg,,Gen a Luna,St,,Manila City,Metro Manila,,
12397,,8502964/8502967,Delsa Chemicals and Multiproducts Inc,,Kawasaki Building,,East Service,Rd,,,Metro Manila,,
12399,,8502966/8502968,Delsa Chemicals and Multiproducts Inc,,,,,,,Or Call:,,,
12401,,2829096,Delsan Transport Lines Incorporated,,,992,M Naval,St,,,Metro Manila,,
12402,,8548431,Delta Air Corp,,,,Domestic,Rd,,PC,Metro Manila,,
12403,,8528632/8310378,"Delta Air Lines, Inc.",,NAIA TERMINAL 3,,Andrew,Ave,Villamor Air Base,PC,Metro Manila,,
12405,,8551934,"Delta Air Lines, Inc.",,,,,,,Or Call:,,,
12406,,8545243/8796441,"Delta Air Lines, Inc.",,Pair Pags Cargo Ctr,,Ninoy Aquino,Ave,,Paranaque City,Metro Manila,,
12408,,8322089,"Delta Air Lines, Inc.",,,,,,,Or Call:,,,
12409,,8940494/8939348,Delta Broadcasting System,,Queensway Building,118,Amorsolo,St,Legaspi Village,Makati City,Metro Manila,,
12411,,8138564/8939350,Delta Broadcasting System,,,,,,,Or Call:,,,
12413,,6871265/6673000,Delta Earthmoving Inc.,,Cyberone Building,,Eastwood,Ave,Eastwood City Cyberpark,,Metro Manila,,
12415,,6875492/6875493,Delta Earthmoving Inc.,,,,,,,Or Call:,,,
12417,,6875494,Delta Earthmoving Inc.,,,,,,,,,,
12418,,3730812/3730808,Delta Motors Sales Corporation,,Delta Building,,Quezon,Ave,,QC,Metro Manila,,
12420,,3721532/3721531,Delta Motors Sales Corporation,,,,,,,Or Call:,,,
12422,,9110766/9113742,Delta Motors Sales Corporation,,,96,Mirasol,St,,,Metro Manila,,
12424,,9110718/9113741,Delta Motors Sales Corporation,,,,,,,Or Call:,,,
12426,,9110717,Delta Motors Sales Corporation,,,,,,,,,,
12427,,5315049,Deltavir Overseas Job Placement & General Services Inc,,,464,Boni,Ave,,Mandaluyong City,Metro Manila,,
12428,,5316598/5316648,Deltavir Overseas Placement,,Ojen Bldg,464,Boni,Ave,,Mandaluyong City,Metro Manila,,
12430,,5338528/5316637,Deltavir Overseas Placement,,,,,,,Or Call:,,,
12432,,8460396,"Deltek Systems (Philippines), Ltd.",,The ENTERPRISE CENTER TOWER 1,6766,Ayala,Ave,Legaspi Village,,Metro Manila,,
12433,,6321092/6371924,Demo Power Philippines Inc,,,108,E Rodriguez Jr,Ave,,QC,Metro Manila,,
12435,,6371845/6872872,Demo Power Philippines Inc,,,,,,,Or Call:,,,
12437,,9529356,Dencio's Food Corporation,,Capitol Hills Golf & Cntry Clb,,Capitol Hills,Drv,,,Metro Manila,,
12438,,9116951,Dencio's Foods Specialist Inc,,EASTWOOD CITY WALK 1,188,E Rodriguez Jr,Ave,Eastwood City,QC,Metro Manila,,
12439,,5527058,Dencio's Foods Specialists Inc,,Harbour View Square,,P Bukaneg,St,Ccp Complex,PC,Metro Manila,,
12440,,5561434/5561814,"Denki Technical Services, Incorporated",,Casim Building,5402,Curie,St,,Makati City,Metro Manila,,
12442,,2559039/2570418,Dennis International Merchandising Incorporated,,,697,G Araneta,Ave,,,Metro Manila,,
12444,,4039217/8082032,Denso Techno Philippines Inc.,,Jazz Residences,,Nicanor Garcia,St,BEL-AIR 2 VILLAGE,,Metro Manila,,
12446,,7795054/8081809,Denso Techno Philippines Inc.,,,,,,,Or Call:,,,
12448,,8080458,Denso Techno Philippines Inc.,,,,,,,,,,
12449,,5362467,Dental Alley Dental Clinic,,Trina Place Building,507,R Salas,St,,Manila City,Metro Manila,,
12450,,3526752,Dental Management Center Corp.,,Up Town Center,,Katipunan,Ave,,QC,Metro Manila,,
12451,,5353187/5353181,Dental Network Company,,Facilities Centre,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12453,,5334684,Dental Network Company,,Facilities Center Bldg,,Shaw,Bvd,,,Metro Manila,,
12454,,8174240,Dental Technologies Incorporated,,,5307,Pres S Osmena Sr,Hwy,,Makati City,Metro Manila,,
12455,,8179643,Dental Technologies Incorporated,,JM BUILDING 2,5307,Pres S Osmena Sr,Hwy,,Makati City,Metro Manila,,
12456,,8501626,Dentista Inc,,Alabang Town Center,,Alabang-Zapote,Rd,Ayala Alabang Commercial Ctr,Muntinlupa City,Metro Manila,,
12457,,6377093,"Dentista, Inc",,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,,Mandaluyong City,Metro Manila,,
12458,,8848060/8898095,Dentsu Inc,,111 PASEO DE ROXAS BUILDING,111,Paseo de Roxas,Ave,Legaspi Village,Makati City,Metro Manila,,
12460,,8130025,Dentsu Inc,,,,,,,Or Call:,,,
